emotion,visual_emotion_confidence,temporal_emotion,final_emotion,stress_level,visual_stress,cognitive_load,deception_risk,visual_cognitive_state,cognitive_confidence,fusion_confidence,temporal_state,blink_count,movement_score,gaze_direction,gaze_stability,gaze_shift_frequency,video_quality,head_pose,audio_emotion,audio_confidence,audio_stress,audio_stress_confidence,speech_intensity,audio_quality,emotion_agreement,fused_stress,fused_stress_score,fusion_score,risk_score,risk_level,risk_breakdown,cognitive_state,modality_weights,quality_warning,timestamp
happy,0.89,happy,happy,MEDIUM,MEDIUM,LOW,LOW,FOCUSED,0.57,0.454,FLUCTUATING,10,4.97,CENTER,1.0,0,0.51,"{'yaw': 1.6, 'pitch': 0.23, 'roll': -0.01}",sad,0.3433333333333333,medium,0.4133,0.0,0.0,,MEDIUM,0.5,20.8,30.8,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 11.4, 'eye_avoidance': 0.0, 'head_movement': 2.5}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:14
happy,0.83,happy,happy,MEDIUM,MEDIUM,LOW,LOW,FOCUSED,0.63,0.423,FLUCTUATING,10,4.97,CENTER,1.0,0,0.51,"{'yaw': 1.56, 'pitch': 0.39, 'roll': 0.0}",sad,0.3433333333333333,medium,0.4133,0.0,0.0,,MEDIUM,0.5,20.8,31.1,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 11.4, 'eye_avoidance': 0.0, 'head_movement': 2.5}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:15
happy,0.77,happy,happy,MEDIUM,MEDIUM,LOW,LOW,FOCUSED,0.56,0.393,FLUCTUATING,10,4.97,CENTER,1.0,0,0.51,"{'yaw': 0.81, 'pitch': 0.7, 'roll': 0.01}",sad,0.3433333333333333,medium,0.4133,0.0,0.0,,MEDIUM,0.5,20.8,31.0,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 10.9, 'eye_avoidance': 0.0, 'head_movement': 2.5}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:15
fear,0.99,fear,fear,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.63,0.505,FLUCTUATING,10,4.98,CENTER,1.0,0,0.51,"{'yaw': 0.47, 'pitch': 0.39, 'roll': -0.01}",sad,0.3433333333333333,medium,0.4133,0.0,0.0,,MEDIUM,0.5,35.8,31.2,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 11.4, 'eye_avoidance': 0.0, 'head_movement': 2.5}",Negative emotional state,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:16
neutral,0.98,neutral,neutral,MEDIUM,MEDIUM,LOW,LOW,FOCUSED,0.63,0.5,FLUCTUATING,10,4.97,CENTER,1.0,0,0.51,"{'yaw': 0.57, 'pitch': 0.03, 'roll': -0.01}",sad,0.3433333333333333,medium,0.4133,0.0,0.0,,MEDIUM,0.5,23.8,31.3,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 11.4, 'eye_avoidance': 0.0, 'head_movement': 2.5}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:16
neutral,1.0,neutral,neutral,MEDIUM,MEDIUM,LOW,LOW,FOCUSED,0.63,0.51,FLUCTUATING,10,4.96,CENTER,1.0,0,0.51,"{'yaw': 0.85, 'pitch': 0.26, 'roll': -0.02}",sad,0.3433333333333333,medium,0.4133,0.0,0.0,,MEDIUM,0.5,23.8,31.1,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 10.9, 'eye_avoidance': 0.0, 'head_movement': 2.5}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:17
neutral,1.0,neutral,neutral,MEDIUM,MEDIUM,LOW,LOW,FOCUSED,0.63,0.51,FLUCTUATING,10,4.98,CENTER,1.0,0,0.51,"{'yaw': 0.87, 'pitch': 0.17, 'roll': -0.03}",sad,0.3433333333333333,medium,0.4133,0.0,0.0,,MEDIUM,0.5,23.8,31.0,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 10.9, 'eye_avoidance': 0.0, 'head_movement': 2.5}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:17
neutral,1.0,neutral,neutral,MEDIUM,MEDIUM,LOW,LOW,FOCUSED,0.72,0.51,FLUCTUATING,10,4.96,CENTER,1.0,0,0.51,"{'yaw': -0.1, 'pitch': 2.12, 'roll': -0.05}",sad,0.3433333333333333,medium,0.4133,0.0,0.0,,MEDIUM,0.5,23.8,30.7,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 10.3, 'eye_avoidance': 0.0, 'head_movement': 2.5}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:18
neutral,1.0,neutral,neutral,MEDIUM,MEDIUM,LOW,LOW,FOCUSED,0.72,0.51,FLUCTUATING,10,4.92,CENTER,1.0,0,0.51,"{'yaw': 0.09, 'pitch': 1.23, 'roll': -0.03}",sad,0.3433333333333333,medium,0.4133,0.0,0.0,,MEDIUM,0.5,23.8,30.4,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 9.8, 'eye_avoidance': 0.0, 'head_movement': 2.5}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:18
neutral,1.0,neutral,neutral,MEDIUM,MEDIUM,LOW,LOW,FOCUSED,0.56,0.51,FLUCTUATING,10,4.91,CENTER,1.0,0,0.51,"{'yaw': 0.08, 'pitch': 2.13, 'roll': -0.07}",sad,0.34,medium,0.42,0.0,0.0,,MEDIUM,0.5,23.8,29.9,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 2.5}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:19
neutral,0.98,neutral,neutral,MEDIUM,MEDIUM,LOW,LOW,FOCUSED,0.72,0.498,FLUCTUATING,10,4.92,CENTER,1.0,0,0.508,"{'yaw': -0.86, 'pitch': -1.16, 'roll': -0.08}",sad,0.34,medium,0.42,0.0,0.0,,MEDIUM,0.5,23.8,29.5,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 2.5}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:20
neutral,0.98,neutral,neutral,MEDIUM,MEDIUM,LOW,LOW,FOCUSED,0.72,0.497,FLUCTUATING,10,4.8,CENTER,1.0,0,0.507,"{'yaw': 2.82, 'pitch': -0.48, 'roll': -0.13}",sad,0.34,medium,0.42,0.0,0.0,,MEDIUM,0.5,23.7,29.0,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 2.4}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:20
neutral,0.96,neutral,neutral,MEDIUM,MEDIUM,LOW,LOW,FOCUSED,0.72,0.488,STABLE,10,4.63,CENTER,1.0,0,0.508,"{'yaw': 2.5, 'pitch': -1.19, 'roll': -0.14}",sad,0.34,medium,0.42,0.0,0.0,,MEDIUM,0.5,23.6,28.4,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 7.8, 'eye_avoidance': 0.0, 'head_movement': 2.3}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:21
neutral,0.97,neutral,neutral,MEDIUM,MEDIUM,LOW,LOW,FOCUSED,0.72,0.493,STABLE,10,4.25,CENTER,1.0,0,0.508,"{'yaw': 2.82, 'pitch': -1.35, 'roll': -0.14}",sad,0.34,medium,0.42,0.0,0.0,,MEDIUM,0.5,23.5,28.0,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 7.8, 'eye_avoidance': 0.0, 'head_movement': 2.1}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:21
neutral,0.99,neutral,neutral,MEDIUM,MEDIUM,LOW,LOW,FOCUSED,0.72,0.503,STABLE,10,3.85,CENTER,1.0,0,0.508,"{'yaw': 2.71, 'pitch': -1.14, 'roll': -0.15}",sad,0.34,medium,0.42,0.0,0.0,,MEDIUM,0.5,23.3,27.4,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 1.9}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:22
neutral,0.99,neutral,neutral,MEDIUM,MEDIUM,LOW,LOW,FOCUSED,0.73,0.503,STABLE,10,3.16,CENTER,1.0,0,0.508,"{'yaw': 2.68, 'pitch': -1.14, 'roll': -0.15}",sad,0.34,medium,0.42,0.0,0.0,,MEDIUM,0.5,22.9,26.8,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 1.6}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:22
sad,0.91,sad,sad,MEDIUM,MEDIUM,LOW,LOW,FOCUSED,0.59,0.461,STABLE,10,3.08,CENTER,1.0,0,0.507,"{'yaw': 5.52, 'pitch': 3.65, 'roll': -0.23}",sad,0.34,medium,0.42,0.0,0.0,,MEDIUM,0.5,34.9,26.4,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:22
fear,1.0,fear,fear,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.72,0.507,FLUCTUATING,10,4.15,CENTER,1.0,0,0.507,"{'yaw': 7.4, 'pitch': 8.89, 'roll': -0.82}",sad,0.34,medium,0.42,0.0,0.0,,MEDIUM,0.5,35.4,26.3,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 2.1}",Negative emotional state,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:23
fear,1.0,fear,fear,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.72,0.508,FLUCTUATING,10,4.39,CENTER,1.0,0,0.508,"{'yaw': 5.54, 'pitch': 7.75, 'roll': -0.25}",sad,0.34,medium,0.42,0.0,0.0,,MEDIUM,0.5,35.5,26.2,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 2.2}",Negative emotional state,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:23
fear,0.86,fear,fear,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.56,0.437,FLUCTUATING,10,4.41,CENTER,1.0,0,0.508,"{'yaw': 1.75, 'pitch': 5.48, 'roll': -0.03}",sad,0.34,medium,0.4167,0.0,0.0,,MEDIUM,0.5,35.5,26.1,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 2.2}",Negative emotional state,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:24
neutral,1.0,neutral,neutral,MEDIUM,MEDIUM,LOW,LOW,FOCUSED,0.72,0.51,FLUCTUATING,11,4.36,CENTER,1.0,0,0.51,"{'yaw': -0.15, 'pitch': 2.12, 'roll': -0.08}",sad,0.34,medium,0.4167,0.0,0.0,,MEDIUM,0.5,23.8,26.2,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 2.2}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:25
neutral,1.0,neutral,neutral,MEDIUM,MEDIUM,LOW,LOW,FOCUSED,0.72,0.51,FLUCTUATING,11,4.32,CENTER,1.0,0,0.51,"{'yaw': -0.24, 'pitch': 1.55, 'roll': -0.07}",sad,0.34,medium,0.4167,0.0,0.0,,MEDIUM,0.5,23.8,26.1,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 2.2}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:25
neutral,1.0,neutral,neutral,MEDIUM,MEDIUM,LOW,LOW,FOCUSED,0.72,0.51,FLUCTUATING,11,4.36,CENTER,1.0,0,0.51,"{'yaw': -0.32, 'pitch': 2.0, 'roll': -0.09}",sad,0.34,medium,0.4167,0.0,0.0,,MEDIUM,0.5,23.8,25.8,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 2.2}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:26
sad,0.95,sad,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.72,0.484,FLUCTUATING,11,4.4,CENTER,1.0,0,0.509,"{'yaw': -0.49, 'pitch': 2.46, 'roll': -0.1}",sad,0.34,medium,0.4167,0.0,0.0,,MEDIUM,0.5,35.9,25.6,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 2.2}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:26
neutral,1.0,neutral,neutral,MEDIUM,MEDIUM,LOW,LOW,FOCUSED,0.72,0.509,FLUCTUATING,11,4.46,CENTER,1.0,0,0.509,"{'yaw': -1.06, 'pitch': 1.68, 'roll': -0.11}",sad,0.34,medium,0.4167,0.0,0.0,,MEDIUM,0.5,23.9,25.5,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 2.2}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:27
neutral,1.0,neutral,neutral,MEDIUM,MEDIUM,LOW,LOW,FOCUSED,0.65,0.509,FLUCTUATING,11,4.46,CENTER,1.0,0,0.509,"{'yaw': 1.41, 'pitch': 2.91, 'roll': -0.1}",sad,0.34,medium,0.4167,0.0,0.0,,MEDIUM,0.5,23.9,25.3,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 2.2}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:27
sad,0.54,sad,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.56,0.275,FLUCTUATING,11,4.45,CENTER,1.0,0,0.509,"{'yaw': 2.2, 'pitch': 2.06, 'roll': -0.08}",sad,0.34,medium,0.4167,0.0,0.0,,MEDIUM,0.5,35.9,25.1,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 2.2}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:28
fear,0.56,fear,fear,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.56,0.284,FLUCTUATING,12,4.45,CENTER,1.0,0,0.508,"{'yaw': 2.64, 'pitch': 1.14, 'roll': -0.06}",sad,0.34,medium,0.4167,0.0,0.0,,MEDIUM,0.5,36.2,25.0,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 2.2}",Negative emotional state,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:28
happy,1.0,happy,happy,MEDIUM,MEDIUM,LOW,LOW,FOCUSED,0.56,0.509,FLUCTUATING,12,4.5,CENTER,1.0,0,0.509,"{'yaw': 0.93, 'pitch': 4.14, 'roll': 0.03}",sad,0.34,medium,0.4167,0.0,0.0,,MEDIUM,0.5,21.2,25.2,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 2.3}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:29
neutral,0.99,neutral,neutral,MEDIUM,MEDIUM,LOW,LOW,FOCUSED,0.71,0.504,FLUCTUATING,13,4.58,CENTER,1.0,0,0.509,"{'yaw': -0.94, 'pitch': 3.78, 'roll': -0.01}",sad,0.34,medium,0.47,0.0,0.0,,MEDIUM,0.5,24.6,25.3,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 2.3}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:30
fear,0.83,fear,fear,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.56,0.422,FLUCTUATING,13,4.78,CENTER,1.0,0,0.509,"{'yaw': -3.3, 'pitch': 4.25, 'roll': 0.02}",sad,0.34,medium,0.47,0.0,0.0,,MEDIUM,0.5,36.7,25.6,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 2.4}",Negative emotional state,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:30
sad,0.6,sad,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.62,0.305,FLUCTUATING,13,4.92,CENTER,1.0,0,0.509,"{'yaw': -3.18, 'pitch': 2.55, 'roll': -0.05}",sad,0.34,medium,0.47,0.0,0.0,,MEDIUM,0.5,36.8,26.1,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 2.5}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:31
angry,0.52,angry,angry,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.71,0.265,UNSTABLE,13,5.05,CENTER,1.0,0,0.509,"{'yaw': -3.56, 'pitch': 1.63, 'roll': -0.07}",sad,0.34,medium,0.47,0.0,0.0,,MEDIUM,0.5,36.9,26.3,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 2.5}",Negative emotional state,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:31
angry,0.63,angry,angry,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.71,0.321,UNSTABLE,13,5.18,CENTER,1.0,0,0.51,"{'yaw': -3.8, 'pitch': 2.23, 'roll': -0.08}",sad,0.34,medium,0.47,0.0,0.0,,MEDIUM,0.5,36.9,26.3,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 2.6}",Negative emotional state,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:32
neutral,0.89,neutral,neutral,MEDIUM,MEDIUM,LOW,LOW,FOCUSED,0.71,0.454,UNSTABLE,13,5.21,CENTER,1.0,0,0.51,"{'yaw': -2.11, 'pitch': 1.69, 'roll': -0.08}",sad,0.34,medium,0.47,0.0,0.0,,MEDIUM,0.5,24.9,26.5,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 2.6}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:32
neutral,0.98,neutral,neutral,MEDIUM,MEDIUM,LOW,LOW,FOCUSED,0.71,0.5,UNSTABLE,13,5.21,CENTER,1.0,0,0.51,"{'yaw': 2.63, 'pitch': 2.62, 'roll': -0.05}",sad,0.34,medium,0.47,0.0,0.0,,MEDIUM,0.5,24.9,26.6,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 2.6}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:33
neutral,1.0,neutral,neutral,MEDIUM,MEDIUM,LOW,LOW,FOCUSED,0.71,0.51,UNSTABLE,13,5.19,CENTER,1.0,0,0.51,"{'yaw': 2.02, 'pitch': 2.29, 'roll': -0.06}",sad,0.34,medium,0.47,0.0,0.0,,MEDIUM,0.5,24.9,26.7,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 2.6}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:33
sad,0.96,sad,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.71,0.489,UNSTABLE,13,5.19,CENTER,1.0,0,0.509,"{'yaw': 0.59, 'pitch': 2.73, 'roll': -0.07}",sad,0.34,medium,0.47,0.0,0.0,,MEDIUM,0.5,36.9,26.9,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 2.6}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:34
neutral,1.0,neutral,neutral,MEDIUM,MEDIUM,LOW,LOW,FOCUSED,0.71,0.51,FLUCTUATING,13,5.18,CENTER,1.0,0,0.51,"{'yaw': 0.05, 'pitch': 2.36, 'roll': -0.06}",sad,0.34,medium,0.47,0.0,0.0,,MEDIUM,0.5,24.9,27.3,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 7.8, 'eye_avoidance': 0.0, 'head_movement': 2.6}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:34
sad,0.88,sad,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.56,0.448,FLUCTUATING,13,5.26,CENTER,1.0,0,0.509,"{'yaw': -2.65, 'pitch': 3.48, 'roll': -0.02}",sad,0.34,medium,0.45,0.0,0.0,,MEDIUM,0.5,37.0,27.8,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 2.6}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:35
sad,0.85,sad,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.56,0.434,FLUCTUATING,13,5.17,CENTER,1.0,0,0.51,"{'yaw': -0.61, 'pitch': 2.25, 'roll': -0.02}",sad,0.34,medium,0.45,0.0,0.0,,MEDIUM,0.5,36.9,28.0,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 2.6}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:36
sad,0.83,sad,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.56,0.422,FLUCTUATING,13,5.09,CENTER,1.0,0,0.509,"{'yaw': -0.48, 'pitch': 1.66, 'roll': -0.01}",sad,0.34,medium,0.45,0.0,0.0,,MEDIUM,0.5,36.9,28.1,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 2.5}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:36
sad,0.66,sad,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.56,0.336,FLUCTUATING,13,4.98,CENTER,1.0,0,0.509,"{'yaw': -0.97, 'pitch': 2.88, 'roll': -0.01}",sad,0.34,medium,0.45,0.0,0.0,,MEDIUM,0.5,36.8,28.2,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 2.5}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:37
sad,0.77,sad,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.54,0.392,STABLE,14,4.88,CENTER,1.0,0,0.509,"{'yaw': -2.66, 'pitch': 2.66, 'roll': -0.02}",sad,0.34,medium,0.45,0.0,0.0,,MEDIUM,0.5,37.1,28.2,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 2.4}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:37
neutral,0.76,neutral,neutral,MEDIUM,MEDIUM,LOW,LOW,FOCUSED,0.61,0.387,STABLE,14,4.76,CENTER,1.0,0,0.509,"{'yaw': -2.66, 'pitch': 2.63, 'roll': -0.03}",sad,0.34,medium,0.45,0.0,0.0,,MEDIUM,0.5,25.0,28.4,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 2.4}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:37
happy,0.97,happy,happy,MEDIUM,MEDIUM,LOW,LOW,FOCUSED,0.7,0.493,FLUCTUATING,14,4.61,CENTER,1.0,0,0.508,"{'yaw': -2.58, 'pitch': 2.75, 'roll': -0.04}",sad,0.34,medium,0.45,0.0,0.0,,MEDIUM,0.5,22.0,28.5,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 2.3}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:38
sad,0.62,sad,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.7,0.316,FLUCTUATING,14,4.45,CENTER,1.0,0,0.51,"{'yaw': -2.51, 'pitch': 4.19, 'roll': 0.01}",sad,0.34,medium,0.45,0.0,0.0,,MEDIUM,0.5,36.9,28.5,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 2.2}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:38
neutral,1.0,neutral,neutral,MEDIUM,MEDIUM,LOW,LOW,FOCUSED,0.63,0.509,FLUCTUATING,14,3.57,CENTER,1.0,0,0.509,"{'yaw': 1.2, 'pitch': 2.53, 'roll': -0.02}",sad,0.34,medium,0.45,0.0,0.0,,MEDIUM,0.5,24.5,28.5,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.8}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:39
sad,0.76,sad,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.61,0.387,FLUCTUATING,14,2.91,CENTER,1.0,0,0.509,"{'yaw': -1.88, 'pitch': 1.54, 'roll': -0.04}",sad,0.34,medium,0.45,0.0,0.0,,MEDIUM,0.5,36.1,28.6,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 9.8, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:39
