emotion,visual_emotion_confidence,temporal_emotion,final_emotion,stress_level,visual_stress,cognitive_load,deception_risk,visual_cognitive_state,cognitive_confidence,fusion_confidence,temporal_state,blink_count,movement_score,gaze_direction,gaze_stability,gaze_shift_frequency,video_quality,head_pose,audio_emotion,audio_confidence,audio_stress,audio_stress_confidence,speech_intensity,audio_quality,response_latency,pause_ratio,speech_rate,voiced_ratio,mean_pause,emotion_agreement,fused_stress,fused_stress_score,fusion_score,risk_score,risk_level,risk_breakdown,cognitive_state,modality_weights,quality_warning,fused_emotion,timestamp
neutral,1.0,calm,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.68,0.337,FLUCTUATING,34,2.3,CENTER,1.0,0,0.482,"{'yaw': -1.94, 'pitch': 4.73, 'roll': -0.15}",fear,0.2633333333333333,MEDIUM,0.4467,0.0369,0.627,0.0,0.0,0.3358,1.0,0.0,False,LOW,0.184,26.7,20.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 1.1}",Stable emotional condition,"{'visual': 0.745, 'audio': 0.255}",False,neutral,2026-07-08 21:39:54
sad,0.49,calm,sad,LOW,LOW,MEDIUM,LOW,FOCUSED,0.63,0.164,FLUCTUATING,34,2.35,CENTER,1.0,0,0.478,"{'yaw': 0.13, 'pitch': 4.23, 'roll': -0.16}",fear,0.2633333333333333,MEDIUM,0.4467,0.0369,0.627,0.0,0.0,0.3358,1.0,0.0,False,LOW,0.185,38.7,20.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Stable emotional condition,"{'visual': 0.587, 'audio': 0.413}",False,sad,2026-07-08 21:39:55
sad,0.49,calm,sad,MEDIUM,MEDIUM,MEDIUM,LOW,OVERLOADED,0.44,0.156,FLUCTUATING,35,2.37,CENTER,1.0,0,0.456,"{'yaw': -0.32, 'pitch': 3.64, 'roll': -0.16}",fear,0.2633333333333333,MEDIUM,0.4467,0.0369,0.627,0.0,0.0,0.3358,1.0,0.0,False,MEDIUM,0.5,53.7,27.8,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Stable emotional condition,"{'visual': 0.575, 'audio': 0.425}",False,sad,2026-07-08 21:39:55
fear,0.78,calm,fear,LOW,LOW,MEDIUM,LOW,FOCUSED,0.63,0.371,FLUCTUATING,35,2.46,CENTER,1.0,0,0.483,"{'yaw': 1.0, 'pitch': 4.42, 'roll': -0.17}",fear,0.2633333333333333,MEDIUM,0.4467,0.0369,0.627,0.0,0.0,0.3358,1.0,0.0,True,LOW,0.184,38.7,25.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Negative emotional state,"{'visual': 0.695, 'audio': 0.305}",False,fear,2026-07-08 21:39:56
fear,0.78,calm,fear,LOW,LOW,MEDIUM,LOW,FOCUSED,0.63,0.369,FLUCTUATING,35,2.46,CENTER,1.0,0,0.479,"{'yaw': -3.0, 'pitch': 3.84, 'roll': -0.15}",fear,0.2633333333333333,MEDIUM,0.4467,0.0369,0.627,0.0,0.0,0.3358,1.0,0.0,True,LOW,0.184,38.7,23.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Negative emotional state,"{'visual': 0.694, 'audio': 0.306}",False,fear,2026-07-08 21:39:57
happy,1.0,calm,happy,LOW,LOW,LOW,LOW,FOCUSED,0.61,0.329,FLUCTUATING,36,2.45,CENTER,1.0,0,0.47,"{'yaw': -2.19, 'pitch': 2.76, 'roll': -0.08}",fear,0.2633333333333333,MEDIUM,0.4467,0.0369,0.627,0.0,0.0,0.3358,1.0,0.0,False,LOW,0.187,23.7,22.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Stable emotional condition,"{'visual': 0.74, 'audio': 0.26}",False,happy,2026-07-08 21:39:57
happy,1.0,calm,happy,LOW,LOW,LOW,LOW,FOCUSED,0.72,0.327,FLUCTUATING,36,2.4,CENTER,1.0,0,0.467,"{'yaw': -1.65, 'pitch': 3.69, 'roll': -0.18}",fear,0.2633333333333333,MEDIUM,0.4467,0.0369,0.627,0.0,0.0,0.3358,1.0,0.0,False,LOW,0.187,23.7,22.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Stable emotional condition,"{'visual': 0.739, 'audio': 0.261}",False,happy,2026-07-08 21:39:58
fear,0.99,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.53,0.414,FLUCTUATING,36,2.14,CENTER,1.0,0,0.467,"{'yaw': -2.14, 'pitch': 4.49, 'roll': -0.11}",fear,0.2633333333333333,MEDIUM,0.4467,0.0369,0.627,0.0,0.0,0.3358,1.0,0.0,True,MEDIUM,0.5,53.6,28.7,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.1}",Negative emotional state,"{'visual': 0.737, 'audio': 0.263}",False,fear,2026-07-08 21:39:58
fear,0.99,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.46,0.446,FLUCTUATING,36,2.14,CENTER,1.0,0,0.471,"{'yaw': -0.17, 'pitch': 3.88, 'roll': -0.18}",fear,0.36,MEDIUM,0.4667,0.0369,0.627,0.0,0.0,0.3358,1.0,0.0,True,MEDIUM,0.5,53.6,32.7,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.1}",Negative emotional state,"{'visual': 0.674, 'audio': 0.326}",False,fear,2026-07-08 21:39:59
fear,0.88,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,OVERLOADED,0.44,0.424,FLUCTUATING,37,2.19,CENTER,1.0,0,0.48,"{'yaw': 0.43, 'pitch': 3.02, 'roll': -0.14}",fear,0.36,MEDIUM,0.4667,0.0369,0.627,0.0,0.0,0.3358,1.0,0.0,True,MEDIUM,0.5,53.6,35.2,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.1}",Negative emotional state,"{'visual': 0.652, 'audio': 0.348}",False,fear,2026-07-08 21:40:00
fear,0.88,happy,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,OVERLOADED,0.44,0.44,FLUCTUATING,37,2.37,CENTER,1.0,0,0.516,"{'yaw': 3.33, 'pitch': 3.55, 'roll': -0.13}",fear,0.36,MEDIUM,0.4667,0.0369,0.627,0.0,0.0,0.3358,1.0,0.0,True,MEDIUM,0.5,53.7,36.7,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Negative emotional state,"{'visual': 0.668, 'audio': 0.332}",False,fear,2026-07-08 21:40:01
happy,0.9,happy,happy,LOW,LOW,LOW,LOW,FOCUSED,0.61,0.291,FLUCTUATING,37,2.4,CENTER,1.0,0,0.462,"{'yaw': -3.29, 'pitch': 4.02, 'roll': -0.18}",fear,0.36,MEDIUM,0.4667,0.0369,0.627,0.0,0.0,0.3358,1.0,0.0,False,LOW,0.194,23.7,30.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Stable emotional condition,"{'visual': 0.648, 'audio': 0.352}",False,happy,2026-07-08 21:40:01
